2024-12-31T14:55:22.327Z,574725
2024-12-31T14:55:22.328Z,575828
2024-12-31T14:55:22.329Z,581814
2024-12-31T14:55:22.374Z,587901
2024-12-31T14:55:22.494Z,596786
2024-12-31T14:55:22.565Z,605299
2024-12-31T14:55:22.673Z,619688
2024-12-31T14:55:22.794Z,634180
2024-12-31T14:55:22.844Z,667351
2024-12-31T14:55:22.984Z,692140
2024-12-31T14:55:23.094Z,715219
2024-12-31T14:55:23.144Z,738330
2024-12-31T14:55:23.324Z,760148
2024-12-31T14:55:23.394Z,778988
2024-12-31T14:55:23.515Z,797595
2024-12-31T14:55:23.564Z,817120
2024-12-31T14:55:23.695Z,853355
2024-12-31T14:55:23.814Z,874890
2024-12-31T14:55:23.865Z,898577
2024-12-31T14:55:24.004Z,919506
2024-12-31T14:55:24.114Z,937823
2024-12-31T14:55:24.165Z,955824
2024-12-31T14:55:24.284Z,970967
2024-12-31T14:55:24.414Z,983414
2024-12-31T14:55:24.534Z,985841
2024-12-31T14:55:24.585Z,990294
2024-12-31T14:55:24.725Z,989937
2024-12-31T14:55:24.835Z,985400
2024-12-31T14:55:24.885Z,975720
2024-12-31T14:55:25.004Z,961159
2024-12-31T14:55:25.135Z,946180
2024-12-31T14:55:25.185Z,890268
2024-12-31T14:55:25.304Z,850907
2024-12-31T14:55:25.443Z,813087
2024-12-31T14:55:25.553Z,789418
2024-12-31T14:55:25.604Z,775821
2024-12-31T14:55:25.724Z,765235
2024-12-31T14:55:25.854Z,754364
2024-12-31T14:55:25.904Z,741857
2024-12-31T14:55:26.024Z,705853
2024-12-31T14:55:26.164Z,691096
2024-12-31T14:55:26.204Z,678914
2024-12-31T14:55:26.324Z,665848
2024-12-31T14:55:26.464Z,652820
2024-12-31T14:55:26.575Z,636826
2024-12-31T14:55:26.624Z,622063
2024-12-31T14:55:26.744Z,611973
2024-12-31T14:55:26.884Z,610280
2024-12-31T14:55:26.924Z,603657
2024-12-31T14:55:27.114Z,596538
2024-12-31T14:55:27.185Z,586588
2024-12-31T14:55:27.224Z,572228
2024-12-31T14:55:27.344Z,564847
2024-12-31T14:55:27.465Z,562203
2024-12-31T14:55:27.605Z,556565
2024-12-31T14:55:27.645Z,550878
2024-12-31T14:55:27.765Z,549556
2024-12-31T14:55:27.904Z,552868
2024-12-31T14:55:27.944Z,566284
2024-12-31T14:55:28.065Z,584502
2024-12-31T14:55:28.185Z,595013
2024-12-31T14:55:28.255Z,613970
2024-12-31T14:55:28.364Z,636804
2024-12-31T14:55:28.484Z,665016
2024-12-31T14:55:28.625Z,692561
2024-12-31T14:55:28.665Z,719238
2024-12-31T14:55:28.785Z,740069
2024-12-31T14:55:28.904Z,752735
2024-12-31T14:55:29.045Z,763427
2024-12-31T14:55:29.084Z,795104
2024-12-31T14:55:29.204Z,809310
2024-12-31T14:55:29.275Z,822455
2024-12-31T14:55:29.384Z,835616
2024-12-31T14:55:29.504Z,848900
2024-12-31T14:55:29.624Z,857649
2024-12-31T14:55:29.694Z,864271
2024-12-31T14:55:29.804Z,872596
2024-12-31T14:55:29.924Z,894349
2024-12-31T14:55:29.994Z,903326
2024-12-31T14:55:30.104Z,901653
2024-12-31T14:55:30.225Z,889554
2024-12-31T14:55:30.295Z,891679
2024-12-31T14:55:30.415Z,901805
2024-12-31T14:55:30.525Z,908122
2024-12-31T14:55:30.644Z,894421
2024-12-31T14:55:30.715Z,884078
2024-12-31T14:55:30.824Z,864905
2024-12-31T14:55:30.944Z,844214
2024-12-31T14:55:31.015Z,825473
2024-12-31T14:55:31.136Z,808267
2024-12-31T14:55:31.244Z,794176
2024-12-31T14:55:31.314Z,780405
2024-12-31T14:55:31.434Z,737496
2024-12-31T14:55:31.544Z,715363
2024-12-31T14:55:31.665Z,696292
2024-12-31T14:55:31.734Z,687777
2024-12-31T14:55:31.855Z,689234
2024-12-31T14:55:31.965Z,689619
2024-12-31T14:55:32.034Z,687926
2024-12-31T14:55:32.154Z,680956
2024-12-31T14:55:32.264Z,650246
2024-12-31T14:55:32.334Z,636761
2024-12-31T14:55:32.454Z,626092
2024-12-31T14:55:32.574Z,622958
2024-12-31T14:55:32.684Z,623380
2024-12-31T14:55:32.754Z,627040
2024-12-31T14:55:32.874Z,619981
2024-12-31T14:55:32.984Z,608887
2024-12-31T14:55:33.174Z,610979
2024-12-31T14:55:33.175Z,613753
2024-12-31T14:55:33.284Z,612445
2024-12-31T14:55:33.354Z,604602
2024-12-31T14:55:33.474Z,598226
2024-12-31T14:55:33.595Z,590369
2024-12-31T14:55:33.704Z,581507
2024-12-31T14:55:33.775Z,592510
2024-12-31T14:55:33.894Z,614360
2024-12-31T14:55:34.003Z,627001
2024-12-31T14:55:34.074Z,644362
2024-12-31T14:55:34.194Z,667821
2024-12-31T14:55:34.314Z,686272
2024-12-31T14:55:34.385Z,699909
2024-12-31T14:55:34.544Z,733715
2024-12-31T14:55:34.614Z,749432
2024-12-31T14:55:34.724Z,768196
2024-12-31T14:55:34.794Z,788336
2024-12-31T14:55:34.915Z,807386
2024-12-31T14:55:35.034Z,822573
2024-12-31T14:55:35.104Z,835947
2024-12-31T14:55:35.214Z,853498
2024-12-31T14:55:35.334Z,890457
2024-12-31T14:55:35.404Z,905133
2024-12-31T14:55:35.513Z,916892
