2025-01-01T20:40:33.317Z,718806
2025-01-01T20:40:33.318Z,720380
2025-01-01T20:40:33.319Z,721229
2025-01-01T20:40:33.319Z,720802
2025-01-01T20:40:33.421Z,720085
2025-01-01T20:40:33.530Z,720468
2025-01-01T20:40:33.651Z,727075
2025-01-01T20:40:33.721Z,744175
2025-01-01T20:40:33.840Z,775259
2025-01-01T20:40:33.951Z,813773
2025-01-01T20:40:34.020Z,854532
2025-01-01T20:40:34.141Z,895821
2025-01-01T20:40:34.250Z,933076
2025-01-01T20:40:34.321Z,968664
2025-01-01T20:40:34.440Z,1043165
2025-01-01T20:40:34.560Z,1079846
2025-01-01T20:40:34.670Z,1116437
2025-01-01T20:40:34.740Z,1150353
2025-01-01T20:40:34.860Z,1178629
2025-01-01T20:40:34.971Z,1200956
2025-01-01T20:40:35.041Z,1220856
2025-01-01T20:40:35.160Z,1231318
2025-01-01T20:40:35.281Z,1233338
2025-01-01T20:40:35.350Z,1243080
2025-01-01T20:40:35.460Z,1242967
2025-01-01T20:40:35.581Z,1230248
2025-01-01T20:40:35.690Z,1206525
2025-01-01T20:40:35.761Z,1171793
2025-01-01T20:40:35.880Z,1135014
2025-01-01T20:40:36.001Z,1077919
2025-01-01T20:40:36.061Z,1053998
2025-01-01T20:40:36.181Z,1029131
2025-01-01T20:40:36.301Z,1005410
2025-01-01T20:40:36.371Z,984745
2025-01-01T20:40:36.481Z,965927
2025-01-01T20:40:36.601Z,949246
2025-01-01T20:40:36.721Z,934455
2025-01-01T20:40:36.781Z,902168
2025-01-01T20:40:36.900Z,893394
2025-01-01T20:40:37.021Z,884533
2025-01-01T20:40:37.091Z,873398
2025-01-01T20:40:37.201Z,860875
2025-01-01T20:40:37.322Z,846054
2025-01-01T20:40:37.371Z,829347
2025-01-01T20:40:37.501Z,790106
2025-01-01T20:40:37.622Z,769399
2025-01-01T20:40:37.741Z,753452
2025-01-01T20:40:37.811Z,740479
2025-01-01T20:40:37.921Z,729403
2025-01-01T20:40:38.041Z,717970
2025-01-01T20:40:38.090Z,706143
2025-01-01T20:40:38.221Z,696903
2025-01-01T20:40:38.341Z,729248
2025-01-01T20:40:38.391Z,765080
2025-01-01T20:40:38.532Z,799302
2025-01-01T20:40:38.640Z,831183
2025-01-01T20:40:38.761Z,862322
2025-01-01T20:40:38.871Z,896101
2025-01-01T20:40:38.940Z,930178
2025-01-01T20:40:39.061Z,961146
2025-01-01T20:40:39.111Z,1017804
2025-01-01T20:40:39.250Z,1044827
2025-01-01T20:40:39.361Z,1073512
2025-01-01T20:40:39.411Z,1100125
2025-01-01T20:40:39.550Z,1122129
2025-01-01T20:40:39.711Z,1144663
2025-01-01T20:40:39.780Z,1164594
2025-01-01T20:40:39.830Z,1188697
2025-01-01T20:40:39.971Z,1191729
2025-01-01T20:40:40.081Z,1187608
2025-01-01T20:40:40.131Z,1173865
2025-01-01T20:40:40.270Z,1157022
2025-01-01T20:40:40.380Z,1143293
2025-01-01T20:40:40.431Z,1127834
2025-01-01T20:40:40.551Z,1108946
2025-01-01T20:40:40.690Z,1070328
2025-01-01T20:40:40.800Z,1051300
2025-01-01T20:40:40.851Z,1032730
2025-01-01T20:40:40.990Z,1012848
2025-01-01T20:40:41.101Z,992062
2025-01-01T20:40:41.150Z,973225
2025-01-01T20:40:41.271Z,953885
2025-01-01T20:40:41.450Z,911988
2025-01-01T20:40:41.451Z,881489
2025-01-01T20:40:41.571Z,851774
2025-01-01T20:40:41.710Z,827516
2025-01-01T20:40:41.820Z,807055
2025-01-01T20:40:41.871Z,789726
2025-01-01T20:40:41.991Z,774920
2025-01-01T20:40:42.130Z,761597
2025-01-01T20:40:42.170Z,739979
2025-01-01T20:40:42.291Z,730142
2025-01-01T20:40:42.432Z,730582
2025-01-01T20:40:42.472Z,736047
2025-01-01T20:40:42.592Z,733422
2025-01-01T20:40:42.710Z,750068
2025-01-01T20:40:42.850Z,771210
2025-01-01T20:40:42.960Z,780199
2025-01-01T20:40:43.011Z,782986
2025-01-01T20:40:43.151Z,776944
2025-01-01T20:40:43.221Z,769084
2025-01-01T20:40:43.310Z,791180
2025-01-01T20:40:43.500Z,832750
2025-01-01T20:40:43.501Z,878048
2025-01-01T20:40:43.611Z,921768
2025-01-01T20:40:43.730Z,994118
2025-01-01T20:40:43.871Z,1030142
2025-01-01T20:40:43.911Z,1064446
2025-01-01T20:40:44.031Z,1093563
2025-01-01T20:40:44.151Z,1120392
2025-01-01T20:40:44.221Z,1146678
2025-01-01T20:40:44.401Z,1172660
2025-01-01T20:40:44.450Z,1192730
2025-01-01T20:40:44.521Z,1225885
2025-01-01T20:40:44.630Z,1236625
2025-01-01T20:40:44.751Z,1246650
2025-01-01T20:40:44.871Z,1251323
2025-01-01T20:40:44.931Z,1240380
2025-01-01T20:40:45.050Z,1220956
2025-01-01T20:40:45.171Z,1195903
2025-01-01T20:40:45.240Z,1167224
2025-01-01T20:40:45.351Z,1116168
2025-01-01T20:40:45.470Z,1089736
2025-01-01T20:40:45.540Z,1066054
2025-01-01T20:40:45.650Z,1047239
2025-01-01T20:40:45.771Z,1029504
2025-01-01T20:40:45.890Z,1015993
2025-01-01T20:40:45.960Z,1010045
2025-01-01T20:40:46.071Z,981752
2025-01-01T20:40:46.190Z,963424
2025-01-01T20:40:46.260Z,938471
2025-01-01T20:40:46.370Z,907826
2025-01-01T20:40:46.491Z,879071
2025-01-01T20:40:46.560Z,860948
2025-01-01T20:40:46.680Z,850073
2025-01-01T20:40:46.791Z,843826
2025-01-01T20:40:46.911Z,822598
2025-01-01T20:40:46.981Z,812661
2025-01-01T20:40:47.090Z,807885
2025-01-01T20:40:47.211Z,804061
2025-01-01T20:40:47.280Z,799102
2025-01-01T20:40:47.400Z,796508
2025-01-01T20:40:47.511Z,799056
2025-01-01T20:40:47.580Z,803230
2025-01-01T20:40:47.701Z,858488
2025-01-01T20:40:47.810Z,921921
2025-01-01T20:40:47.930Z,988819
2025-01-01T20:40:48.002Z,1041574
2025-01-01T20:40:48.121Z,1084471
2025-01-01T20:40:48.232Z,1124657
2025-01-01T20:40:48.301Z,1162047
2025-01-01T20:40:48.422Z,1217337
2025-01-01T20:40:48.532Z,1233389
