0,1,0.0
-1.0,1,0.001
-1.0,1,0.001
-0.6969696969677728,1,0.002
1.0,2,0.122
1.0,2,0.241
1.0,0,0.352
0.4760147601486857,0,0.421
0.040590405904900706,0,0.541
-0.4538745387439037,0,0.661
-1.0,2,0.721
-1.0,0,0.841
-1.0,2,0.962
-0.5934065934062085,2,1.031
-0.36813186813208687,2,1.141
0.3406593406592353,2,1.261
1.0,0,1.371
1.0,2,1.441
0.9537275064267421,0,1.561
0.7069408740360337,0,1.681
0.48586118251875865,0,1.751
-0.11568123393359353,0,1.861
-0.40874035989666213,2,1.982
-0.16195372750685144,2,2.031
0.15681233933054872,2,2.161
0.8046272493570565,2,2.281
1.0,3,2.401
1.0,2,2.471
1.0,0,2.581
1.0,0,2.701
1.0,0,2.771
0.8218487394955853,0,2.882
0.5596638655465667,0,3.001
0.4319327731093838,0,3.05
0.381512605042152,0,3.192
0.21680672268939039,0,3.302
0.08571428571400053,0,3.421
-0.0016806722693968323,0,3.491
0.06218487394948813,2,3.601
0.09579831932803384,0,3.722
-0.13277310924361263,0,3.771
-0.10924369747910012,0,3.95
-0.09915966386565378,2,4.022
0.7109243697482621,2,4.071
1.0,3,4.211
1.0,3,4.322
1.0,3,4.441
1.0,3,4.491
1.0,3,4.632
1.0,2,4.741
1.0,2,4.791
1.0,2,4.902
1.0,0,5.021
0.8776870954473626,0,5.091
0.4544974346762489,0,5.211
0.047171649384104564,0,5.321
-0.3916740631697442,2,5.441
-0.3327214080055423,2,5.511
-0.12712315718831935,2,5.621
0.2213365661463842,2,5.741
0.4415257723031627,3,5.811
0.5049985928603911,2,5.931
0.6254584027883021,2,6.042
0.7836641915441742,2,6.111
1.0,3,6.23
1.0,3,6.412
1.0,3,6.531
1.0,3,6.533
1.0,3,6.651
1.0,3,6.831
1.0,3,6.831
1.0,3,6.952
1.0,3,7.091
1.0,3,7.13
1.0,2,7.251
1.0,2,7.37
1.0,2,7.511
0.9766098680550386,0,7.552
0.7585099132687332,0,7.672
0.4025137835330532,0,7.781
0.025258125439504564,0,7.852
-0.31510868246313584,0,7.97
-0.6216187202181447,0,8.09
-0.8388948276302184,0,8.162
-0.9253554415363845,1,8.271
-0.9399899222065682,1,8.392
-0.9411428189777229,1,8.501
-0.9376617491091015,1,8.571
-0.9243368220961741,1,8.691
-0.8918466035353403,1,8.812
-0.8548885165956641,1,8.881
-0.8021129796874067,2,8.991
-0.7116285917000524,2,9.111
-0.5802658481344367,2,9.181
-0.407712134579455,2,9.361
-0.19777092637021465,2,9.482
0.0558845466723874,2,9.531
0.2613320101421346,2,9.591
0.2897491496643241,0,9.711
0.16210001353263692,0,9.831
-0.031725816879989654,0,9.901
-0.28096972011219146,0,10.012
-0.5791867339591916,0,10.132
-0.8474651482138493,0,10.182
-0.9781260829169512,1,10.311
